country_code,sentence,cluster_no
IT, a refrigerator with a bunch of different types of donuts.,3
IT, a group of people standing around a table with a cell phone.,3
IT, a pair of scissors and a pair of scissors,3
IT, a person is flying a kite on a beach.,3
IT, a pair of scissors and a pair of scissors,3
IT, a person holding a pair of scissors in the air.,3
IT, a white toilet sitting in a bathroom next to a sink.,3
IT, a man and a woman standing next to each other.,3
IT, a large white bear sitting on top of a table.,3
IT, a man is laying on a bed with a book,3
IT, a man is standing in a room with a skateboard.,3
IT, a person is riding a snowboard down a hill,3
IT, a group of books that are on a table.,3
IT, a group of people standing around a table with a snowboard.,3
IT, a pair of scissors and a pair of scissors,3
IT, a man is standing in front of a large building.,3
IT, a person 's hand holding a pair of scissors,3
IT, a man holding a tennis racket in his hand.,3
IT, a person is holding a snowboard in the snow.,3
IT, a man in a suit and tie standing in a room.,3
IT, a man in a suit and tie standing in a room.,3
IT, a person holding a pair of scissors in their hand.,3
IT, a man is standing in front of a large elephant.,3
IT, a close up of a person wearing a tie,3
IT, a cake with a knife and some other items on it,3
IT, a pair of scissors cutting a paper with a knife.,3
IT, a man with a beard and a beanie in his hand.,3
IT, a woman holding a baby in a bed,3
IT, a close up of a person holding a pair of scissors,3
IT, a glass of water with a green and white toothbrush.,3
IT, a man in a suit and tie holding a white umbrella.,3
IT, a laptop computer sitting on top of a desk.,3
IT, a black and white photo of a bathroom with a large mirror.,3
IT, a man riding a skateboard down a street.,3
IT, a large building with a clock tower on it,3
IT, a group of people playing soccer on a field,3
IT, a man is holding a cell phone to his ear.,3
IT, a close up of a person holding a cell phone,3
IT, a person holding a cell phone in their hand.,3
IT, a person holding a cell phone in their hand.,3
IT, a street sign on a pole on a street.,3
IT, a street sign on a pole on a street.,3
IT, a man and a woman are holding a glass of wine.,3
IT, a man holding a green and yellow sign,3
IT, a close up of a bird on a tree,3
IT, a red and white umbella in the snow,3
IT, a person 's hand holding a pair of scissors,3
IT, a black and white cat sitting on a counter top.,3
IT, a collection of scissors and other objects on a table.,3
IT, a bathroom with a toilet and a sink,3
IT, a man is standing in a room with a skateboard.,3
IT, a man and a woman are playing a video game.,3
IT, a man holding a cell phone up to his ear,3
IT, a person holding a snowboard in the snow.,3
IT, a person holding a cell phone in their hand.,3
IT, a man holding a cell phone up to his ear,3
IT, a man in a black suit and tie standing in a doorway.,3
IT, a man standing in front of a building with a clock on it.,3
IT, a man in a black jacket and a black hat,3
IT, a black and white photo of a fire hydrant,3
IT, a person holding a cell phone in their hand.,3
IT, a person holding a pair of scissors in their hand.,3
IT, a person holding a pair of scissors in their hand.,3
IT, a person holding a pair of scissors in the hand.,3
IT, a sign that says `` <unk> '' on a street.,3
IT, a man holding a cell phone in his hand.,3
IT, a person holding a cell phone in their hand.,3
IT, a person holding a cell phone in their hand.,3
IT, a man holding a cell phone up to his ear,3
IT, a person holding a snowboard in a room.,3
IT, a close up of a pair of scissors with a pair of scissors,3
IT, a man in a suit and tie standing in a room.,3
IT, a close up of a person holding a snowboard,3
IT, a close up of a pair of scissors on a table,3
IT, a pair of scissors and a pair of scissors.,3
IT, a cat sitting on a desk in front of a computer.,3
IT, a black bird sitting on top of a wooden table.,3
IT, a large white and black bird sitting on top of a blue sky.,3
IT, a black and white photo of a black and white photo of a person holding a snowboard,3
IT, a black and white photo of a clock with a picture of a person holding a sign,3
IT, a man in a field with a frisbee,3
IT, a large clock on a pole on a street.,3
IT, a group of stuffed animals that are on a table.,3
IT, a person holding a cell phone in their hand.,3
IT, a man holding a cell phone to his ear,3
IT, a man holding a cell phone in his hand.,3
IT, a person holding a cell phone in their hand.,3
IT, a man holding a tennis racquet on a tennis court.,3
IT, a close up of a person holding a cell phone,3
IT, a pair of scissors and a pair of scissors.,3
IT, a cup of coffee and a toothbrush in a cup,3
IT, a pair of scissors cutting a paper towel.,3
IT, a man holding a cell phone up to his ear,3
IT, a group of people standing around a table with a cell phone.,3
IT, a person holding a pair of scissors in their hand.,3
IT, a man standing on a skateboard on a ramp.,3
IT, a man in a suit is standing in a room.,3
IT, a man in a suit and tie standing in a parking lot.,3
IT, a pair of scissors and a pair of scissors,3
IT, a person holding a pair of scissors in a paper bag,3
IT, a person jumping a skate board in the air,3
IT, a person holding a pair of scissors in the hand.,3
IT, a person holding a pair of scissors in the hand.,3
IT, a woman holding a cell phone to her ear,3
IT, a book shelf with a pair of scissors and a pair of scissors.,3
IT, a pair of scissors with a picture of a person in the background.,3
IT, a person holding a cell phone in their hand.,3
IT, a close up of a stop sign with a street name,3
IT, a person holding a half eaten doughnut in their hand.,3
IT, a person holding a pair of scissors in their hand.,3
IT, a person holding a knife and fork to eat a pizza.,3
IT, a person holding a cell phone in their hand.,3
IT, a man in a suit and tie standing in a room.,3
IT, a large white and blue sign with a white arrow,3
IT, a pair of scissors cutting a paper with a knife.,3
IT, a pair of scissors and a knife on a cutting board,3
IT, a person holding a snowboard in a room.,3
IT, a black and white photo of a person on a snowboard,3
IT, a pair of shoes sitting on top of a wooden table.,3
IT, a large white bear is on a chair,3
IT, a man holding a cell phone in his hand.,3
IT, a close up of a street sign with a sky background,3
IT, a close up of a street sign with a sky background,3
IT, a book shelf with a book and books,3
IT, a pink leafed plant in a blue vase,3
IT, a cake with a lot of frosting on it,3
IT, a cake with a knife and some other items on it,3
IT, a group of people standing around a table with a cake.,3
IT, a man holding a yellow frisbee in his hand.,3
IT, a person holding a pair of scissors in their hand.,3
IT, a person holding a pair of scissors in their hand.,3
IT, a man holding a cell phone up to his ear,3
IT," a book shelf with books , books , and a book.",3
IT, a man holding a cell phone in his hand.,3
IT, a sign that says `` <unk> '',3
IT, a man holding a cell phone in front of a crowd.,3
IT, a man in a suit and tie standing in a room.,3
IT, a knife is cutting into a piece of wood.,3
IT, a pink and white cake with a knife and fork.,3
IT, a pair of scissors cutting a piece of paper.,3
IT, a white and black cat is laying on a bed,3
IT, a man is riding a motorcycle down a street.,3
IT, a red and white stop sign on a pole,3
IT, a close up of a person holding a snowboard,3
IT, a person 's feet on a skateboard on a sidewalk.,3
IT, a pair of scissors and a pair of scissors,3
IT, a black and white photo of a clock on a wall,3
IT, a close up of a person holding a cell phone,3
IT, a person holding a cell phone in their hand.,3
IT, a close up of a mouse on a table,3
IT, a man holding a surfboard in his hand.,3
IT, a man and a woman are holding a cell phone.,3
IT, a man is holding a sign in his hand.,3
IT, a close up of a person holding a skateboard,3
IT, a pair of scissors with a picture of a person in the background.,3
IT, a person holding a snowboard in a room.,3
IT, a man in a suit and tie in a room,3
IT, a stuffed bear is sitting on a bed.,3
IT, a man is standing in front of a mirror,3
IT, a close up of a person riding a bike,3
IT, a man holding a cell phone in his hand.,3
IT, a pair of scissors sitting on top of a table.,3
IT, a cell phone with a picture of a person holding a cell phone.,3
IT, a man is standing on a beach with a surfboard.,3
IT, a pair of scissors and a pair of scissors,3
IT, a white and black cat is laying on a bed,3
IT, a pink and white cake with a knife.,3
IT, a man wearing a hat and tie holding a black and white dog.,3
IT, a close up of a person holding a cell phone,3
IT, a large bird standing on a table,3
IT, a large group of birds perched on a wall.,3
IT, a man holding a cell phone up to his ear,3
IT, a man holding a cell phone up to his ear.,3
IT, a man holding a cell phone in his hand.,3
IT, a person flying a kite in a field,3
IT, a black and white photo of a toothbrush and a cup of coffee,3
IT, a black and white photo of a person holding a snowboard,3
IT, a man wearing a suit and tie holding a blue and white striped tie.,3
IT, a large white vase with a flower in it,3
IT, a young boy holding a toothbrush in his mouth.,3
IT, a man is playing a video game on a television.,3
IT, a large clock on a table with a clock on it,3
IT, a city bus is parked at a bus stop.,3
IT, a group of people standing in a room.,3
IT, a clock with a statue of a person on it,3
IT, a man with a beard and a microphone,3
IT, a black and white photo of a person holding a cell phone,3
IT, a pair of scissors sitting on top of a wooden table.,3
IT, a black and white photo of a black and white photo of a person,3
IT, a woman holding a cell phone to her ear,3
IT, a black and white photo of a black and white cat,3
IT, a black and white photo of a person holding a cell phone,3
IT, a man holding a surfboard on top of a sandy beach.,3
IT, a person holding a pair of scissors in their hand.,3
IT, a person holding a pair of scissors in their hand.,3
IT, a stop sign with a street name on it,3
IT," a bathroom with a sink , toilet and a mirror",3
IT, a vase with a flower in it on a table,3
IT, a man standing next to a stop sign.,3
IT, a person wearing a helmet and tie on a snowy surface,3
IT, a person holding a pair of scissors in the hand.,3
IT, a large black bird standing on a tree branch,3
IT, a large sign that says `` <unk> '' on a sunny day,3
IT, a black cat is sitting on a keyboard,3
IT, a person holding a pair of scissors in their hand.,3
IT, a man holding a tennis racquet on a tennis court.,3
IT, a close up of a clock on a building,3
IT, a person holding a skateboard in a room.,3
IT, a small white vase with a flower in it,3
IT, a man wearing a tie and a shirt and tie,3
IT, a young girl holding a toothbrush in her mouth.,3
IT, a person holding a cell phone in their hand.,3
IT, a man holding a stop sign in front of a building.,3
IT, a group of people standing around a table with a cake on it,3
IT, a large group of books on a table,3
IT, a man in a suit and tie standing in front of a building.,3
IT, a man with a hat on a cell phone,3
IT, a person holding a pair of scissors in the snow.,3
IT, a large clock on a pole on a street.,3
IT, a red stop sign sitting on the side of a road.,3
IT, a woman holding a teddy bear in her hands.,3
IT, a woman holding a cell phone to her ear,3
IT, a man holding a pair of scissors in his hands.,3
IT, a bunch of different types of items on a table,3
IT, a man holding a white umbrella in front of a store.,3
IT, a book is sitting on a blue and white cloth.,3
IT, a person holding a pair of scissors in their hand.,3
IT, a person holding a tennis racket in hand,3
IT, a man wearing a tie and a shirt and tie,3
IT, a pair of scissors with a knife sticking out of it.,3
IT, a man in a suit and tie standing in a room.,3
IT, a person riding a skateboard on a street.,3
IT, a black and white photo of a person riding a dirt bike,3
IT, a black and white photo of a person riding a horse,3
IT, a toothbrush with toothpaste on it in a bathroom.,3
IT, a close up of a person holding a pair of scissors,3
IT, a sign that is on a pole on a street.,3
IT, a group of books that are on a table.,3
IT, a man wearing a suit and tie standing in a room.,3
IT, a man in a suit and tie standing in a room.,3
IT, a red and yellow fire hydrant sitting on a snow covered street.,3
IT, a man in a suit and tie standing in a doorway.,3
IT, a group of people sitting on a couch watching tv,3
IT, a man is sitting on a bus with his hands.,3
IT, a pair of scissors and a pair of scissors.,3
IT, a pair of scissors and a tube of toothpaste.,3
IT, a pair of scissors and a pair of scissors.,3
IT, a black and white photo of a person holding a baseball bat,3
IT, a person holding a cell phone in their hand.,3
IT, a group of people standing in a room.,3
IT, a woman is holding a glass of wine in her hand.,3
IT, a man holding a cell phone in his hand.,3
IT, a large sign with a large advertisement in the background.,3
IT, a clock on a wall with a clock on it,3
IT, a close up of a cake with a knife and fork,3
IT, a close up of a cake with a knife and fork,3
IT, a close up of a white plate with a cake,3
IT, a stuffed animal that is on a table,3
IT, a book is sitting on a table with a book.,3
IT, a man holding a pair of scissors in his hands.,3
IT, a pair of scissors and a pair of scissors,3
IT, a person holding a nintendo wii game controller.,3
IT, a person holding a cell phone in their hand.,3
IT, a person holding a cell phone in their hand.,3
IT, a pair of scissors and a pair of scissors.,3
IT, a group of people standing around a table with a cake.,3
IT, a room with a lot of different sizes and sizes of clothes.,3
IT, a pair of scissors sitting on top of a wooden table.,3
IT, a pair of scissors sitting on top of a wooden table.,3
IT, a pair of scissors sitting on top of a bed.,3
IT, a man holding a cell phone in his hand.,3
IT, a street sign with a street name on it,3
IT, a close up of a person holding a cell phone,3
IT, a man in a suit is walking down the street,3
IT, a man in a suit and tie holding a glass of wine.,3
IT, a large metal clock on a building in a city.,3
IT," a room with a couch , loveseat , and a chair.",3
IT," a bathroom with a shower , sink , and mirror.",3
IT, a large group of people are sitting in a boat.,3
IT, a stuffed bear is sitting on a chair.,3
IT, a stuffed bear is sitting on a chair.,3
IT, a black cat with a red collar is sitting on a red chair.,3
IT, a white and blue toothbrush in a bathroom,3
IT, a red and white sign with a yellow sign on it,3
IT, a man holding a dog in his hand.,3
IT, a man holding a cell phone in his hand.,3
IT, a man holding a kite in a large field.,3
IT, a man holding a frisbee in his hand.,3
IT, a black and white photo of a black and white photo of a person,3
IT, a person holding a knife and some kites,3
IT, a table with a bunch of oranges and a vase,3
IT, a sign that says `` <unk> '' on a city street.,3
IT, a sign that is on a pole on a street.,3
IT, a person holding a cell phone in their hand.,3
IT, a stop sign with a street sign on it,3
IT, a close up of a bicycle with a bike on it,3
IT, a red and white train is on the tracks,3
IT, a man holding a toothbrush in his mouth.,3
IT, a person holding a skateboard in a room.,3
IT, a pair of scissors and a pair of scissors,3
IT, a pair of scissors and a pair of scissors,3
IT, a woman holding a cell phone to her ear,3
IT," a bathroom with a sink , toilet and a mirror",3
IT, a pair of skis and poles on a snowy surface,3
IT, a man is sitting at a table with a laptop.,3
IT, a group of people standing in a room with a clock,3
IT, a white and blue tie with a blue and white stripe,3
IT, a person holding a snowboard in the snow.,3
IT, a black and white photo of a person holding a skateboard,3
IT, a couple of zebra standing next to each other.,3
IT, a man is holding a snowboard in his hand.,3
IT, a man wearing a red shirt and a red tie,3
IT, a man with a baseball bat and a ball,3
IT, a man holding a cell phone in his hand.,3
IT, a close up of a street sign with a sky background,3
IT, a bed with a blue blanket on it,3
IT, a white and black and white photo of a person holding a snowboard,3
IT, a sign that says `` <unk> '' on a street.,3
IT, a book shelf with a bunch of bananas,3
IT, a man and a woman are standing together.,3
IT, a pair of scissors and a pair of scissors.,3
IT, a person holding a pair of scissors in their hand.,3
IT, a table with a plate of food and a glass of wine,3
IT, a cake with a knife and fork on it,3
IT, a large white clock with a bunch of people around it,3
IT, a large amount of kites flying in the sky,3
IT, a box of donuts on a table,3
IT, a man holding a tennis racket in his hand,3
IT, a white and blue fire hydrant sitting on a sidewalk.,3
IT, a black cat is sitting on a desk,3
IT, a pair of scissors and a pair of scissors.,3
IT, a man in a black shirt and a black and white cat,3
IT, a white toilet with a black seat on top of it.,4
IT, a man and a woman playing a game with nintendo wii controllers.,5
IT, a man is holding a glass of wine in his hand.,5
IT, a man holding a tennis racquet on a tennis court.,5
IT, a pair of scissors sitting on top of a bed.,6
IT, a pair of scissors and a pair of scissors,6
IT, a pair of scissors and a pair of scissors.,6
IT, a pair of scissors and a pair of scissors,6
IT, a man riding a skateboard down a street.,7
IT, a table with a bunch of different types of food,8
IT, a clock on the side of a building,9
IT, a large stone building with a clock on it,9
IT, a large boat is in the water near a mountain range.,9
IT, a train traveling down tracks next to a forest.,9
IT, a large boat is docked in a large city.,9
IT, a large tree is in the middle of a city,9
IT, a river with a bench on it 's side.,9
IT, a group of people standing on a sidewalk.,9
IT, a man is standing on a bridge holding a skateboard.,9
IT, a person riding a skateboard down a street.,9
IT, a man walking down a road with a kite.,9
IT, a bicycle is parked on the side of a road.,9
IT, a group of people walking down a street.,9
IT, a group of people standing outside of a building.,9
IT, a large field with a mountain range in the background,9
IT, a large brown bear standing in a field,9
IT, a large white and black bird flying above a lake.,9
IT, a man holding a tennis racquet on a tennis court.,9
IT, a train traveling through a river with a bridge in the background.,9
IT, a group of people standing around a tree.,9
IT, a person is flying a kite on a beach.,9
IT, a large body of water with a large body of water,9
IT, a cow standing in a field with a mountain in the background,9
IT, a herd of cattle walking across a lush green field.,9
IT, a large building with a clock on the front of it,9
IT, a large building with a clock on the top of it,9
IT, a large building with a clock tower on it,9
IT, a car parked on the beach with a surfboard,9
IT, a red fire hydrant sitting in the middle of a field.,9
IT, a woman walking down a street holding a cell phone,9
IT, a large airplane is parked on the runway,9
IT, a train traveling down a rural country side.,9
IT, a group of people standing around a large elephant.,9
IT, a group of people standing around a table with a large amount of bananas.,9
IT, a man standing on a beach holding a kite.,9
IT, a man walking down a street holding a cane.,9
IT, a man in a suit and tie holding a black umbrella.,9
IT, a large clock tower towering over a city.,9
IT, a large cruise ship is in the middle of the city.,9
IT, a large statue of a horse and a horse,9
IT, a large building with a clock tower on it,9
IT, a large building with a clock tower in the middle of it,9
IT, a large white and blue kite flying in the sky.,9
IT, a large building with a clock on the top of it.,9
IT, a large building with a clock tower in the middle of it,9
IT, a large clock tower towering over a city.,9
IT, a woman walking down a sidewalk next to a building.,9
IT, a large building with a large clock tower.,9
IT, a large clock tower with a clock on it.,9
IT, a group of people riding on the back of a horse drawn carriage.,9
IT, a man is walking down the street with an umbrella.,9
IT, a large clock tower with a clock on it 's side.,9
IT, a large building with a clock tower in the middle of it,9
IT, a group of people standing around a building.,9
IT, a red fire hydrant sitting in the middle of a forest.,9
IT, a man is standing in front of a building with a clock.,9
IT, a large group of people standing on a pier.,9
IT, a large building with a clock tower on top of it.,9
IT, a large building with a clock tower on it,9
IT, a woman is walking down the street with an umbrella.,9
IT, a group of people standing around a building.,9
IT, a woman walking down a sidewalk next to a building,9
IT, a group of people sitting at a table with a laptop,9
IT, a large building with a clock tower in the middle of it,9
IT, a large group of people standing in a room.,9
IT, a large building with a clock on the front of it,9
IT, a clock tower with a clock on the top of it.,9
IT, a large building with a clock on the front of it,9
IT, a clock on a building with a sky background,9
IT, a sign that is on a pole on a street.,9
IT, a man is riding a wave on a surfboard.,9
IT, a bird is standing on a beach by the water,9
IT, a bird flying over a body of water,9
IT, a large body of water with a large body of water,9
IT, a wooden bench sitting in front of a building.,9
IT, a large building with a clock tower in the middle of it,9
IT, a large clock tower with a clock on it,9
IT, a small airplane sitting on a runway,9
IT, a large boat is docked in the water,9
IT, a boat is traveling down a river in the mountains.,9
IT, a black and white photo of a person riding a horse,9
IT, a person walking down a sidewalk next to a building,9
IT, a person walking on a path holding a tennis racket,9
IT, a man is standing in a kitchen with a skateboard,9
IT, a group of people standing in a field flying kites,9
IT, a group of people walking down a sidewalk.,9
IT, a large clock tower with a clock on top of it.,9
IT, a man standing on a bridge holding a surfboard.,9
IT, a man standing next to a train cart.,9
IT, a group of people walking down a sidewalk.,9
IT, a large group of people standing around a large building.,9
IT, a large building with a clock tower on top,9
IT, a large body of water with a clock tower.,9
IT, a large white building with a clock tower.,9
IT, a group of people walking down a street.,9
IT, a man and woman are standing in a parking lot.,9
IT, a man and woman are sitting on a bench.,9
IT, a large field with many kites flying in the sky,9
IT, a person flying a kite in a field,9
IT, a large clock tower with a clock on it,9
IT, a group of people riding on the back of a horse.,9
IT, a man and a woman are playing frisbee in a field.,9
IT, a man is walking down a street with a skateboard.,9
IT, a large bear walking across a lush green field.,9
IT, a group of people in a field playing soccer,9
IT, a large passenger train on a steel track.,9
IT, a man is walking down the street holding an umbrella.,9
IT, a group of people walking down a street.,9
IT, a train is traveling down the tracks in the country.,9
IT, a group of people walking down a street.,9
IT, a train traveling down tracks next to a forest.,9
IT, a train traveling down tracks next to a forest.,9
IT, a large body of water with a mountain in the background,9
IT, a large tree is in the middle of a river.,9
IT, a woman walking down a street holding a kite.,9
IT, a beach with many people flying kites,9
IT, a beach with many people flying kites,9
IT, a man is riding a horse in a field.,9
IT, a man riding a horse on a dirt road.,9
IT, a man is walking on the beach with a surfboard.,9
IT, a person is flying a kite on a beach.,9
IT, a large tree with a tree in the background,9
IT, a man is standing on a street corner.,9
IT, a group of people walking down a sidewalk.,9
IT, a small bird is sitting on a bench,9
IT, a dog is standing outside of a building,9
IT, a man standing in front of a tree with a clock on it.,9
IT, a person is riding a skateboard down a ramp.,9
IT, a large body of water with a large clock tower.,9
IT, a man is sitting on a bench by the water.,9
IT, a fire hydrant is sitting in the middle of a field.,9
IT, a group of people walking down a street.,9
IT, a man in a suit and tie standing in a doorway.,9
IT, a man walking down a street with a dog.,9
IT, a group of people standing in a field with a kite,9
IT, a street sign on a pole on a street.,9
IT, a large boat is traveling on a river.,9
IT, a train traveling over a bridge over a river.,9
IT, a woman is walking down the beach with a surfboard.,9
IT, a man riding a skateboard down a street.,9
IT, a man and a woman are standing in the grass.,9
IT, a man standing next to a parking meter.,9
IT, a woman standing in a parking lot holding a tennis racquet.,9
IT, a teddy bear is sitting on a rock,9
IT, a red umbrella is on the beach by the water.,9
IT, a bird flying over a body of water,9
IT, a man is standing on a beach holding a surfboard.,9
IT, a large white bird standing on a rock,9
IT, a man is playing frisbee in a field,9
IT, a man is walking down the street with a skateboard.,9
IT, a clock on a building with a clock on it,9
IT, a large building with a clock on the front of it,9
IT, a large boat is sailing on the water.,9
IT, a large cruise ship sitting in the water,9
IT, a large building with a clock on the top of it,9
IT, a large body of water with a clock tower in the background,9
IT, a large amount of red chairs in a room,9
IT, a train is sitting on the tracks in the city.,9
IT, a large building with a large clock tower.,9
IT, a large building with a clock tower in the middle of it,9
IT, a man riding a skateboard down a street.,9
IT, a train is on the tracks near a building.,9
IT, a large clock tower towering over a city.,9
IT, a large building with a clock tower on top,9
IT, a large clock tower with a clock on it,9
IT, a building with a clock on the front of it,9
IT, a man standing in front of a building with a clock on it.,9
IT, a train is traveling down the tracks near a building.,9
IT, a large clock tower with a clock on it 's side.,9
IT, a large boat is on the water near a mountain.,9
IT, a large amount of motorcycles are parked in a parking lot.,9
IT, a large building with a clock tower in the middle of it,9
IT, a person is flying a kite on the beach.,9
IT, a large airplane flying over a body of water,9
IT, a park bench sitting in the middle of a forest.,9
IT, a small bathroom with a toilet and a sink,9
IT, a person on a beach flying a kite,9
IT, a person riding a bike on a city street,9
IT, a large clock tower with a clock on it,9
IT, a train traveling down tracks next to a forest.,9
IT, a red fire truck is parked in a parking lot.,9
IT, a large field with a mountain in the background,9
IT, a man is riding a motorcycle on a trail.,9
IT, a train traveling down tracks next to a forest.,9
IT, a large field with a mountain in the background,9
IT, a man is flying a kite in a field,9
IT, a group of people standing around a large group of people.,9
IT, a person is sitting on a bench in the snow.,9
IT, a person is flying a kite on a beach.,9
IT, a tree with a tree in the background,9
IT, a man is standing in front of a building.,9
IT, a man is surfing on a wave in the ocean.,9
IT, a person riding a surf board on a wave,9
IT, a man in a suit and tie standing in a kitchen.,9
IT, a woman is standing outside with a bear in her hand.,9
IT, a large building with a clock on the top of it,9
IT, a large field with a lot of farm animals,9
IT, a clock tower with a weather vane on top of it.,9
IT, a black and white photo of a man holding a skateboard,9
IT, a man holding a white umbrella walking down a street.,9
IT, a group of people standing next to a fence.,9
IT, a man riding a skateboard down a ramp.,9
IT, a large building with a clock tower in the middle of it,9
IT, a city street with a building in the background,9
IT, a city street with a traffic light and a building,9
IT, a boat is traveling down a river in the sun.,9
IT, a large boat is on the water near a city.,9
IT, a group of people standing around a building with a clock on the top of it.,9
IT, a group of people standing around a giant teddy bear.,9
IT, a man holding a frisbee in his hand.,9
IT, a large room with a lot of people in it,9
IT, a large clock tower with a clock on it 's side.,9
IT, a large field with a bunch of trees,9
IT, a large building with a clock tower on it,9
IT, a group of people walking down a street.,9
IT, a group of people walking down a sidewalk.,9
IT, a large white sign on a pole on a street.,9
IT, a bed with a blue blanket on it,9
IT, a man is standing in a bathroom with a toilet.,9
IT, a white toilet sitting in a bathroom next to a sink.,9
IT, a group of people walking down a street.,9
IT, a large body of water with a clock tower in the background.,9
IT, a bird flying over a body of water,9
IT, a bird perched on a tree branch in a field,9
IT, a group of people on a beach with a frisbee in the background,9
IT, a large amount of green plants in a field,9
IT, a man is walking along a beach with a surfboard.,9
IT, a man riding a skateboard down a ramp.,9
JO, a red and white fire hydrant sitting on the side of a road.,0
JO, a picture of a person holding a cell phone,1
JO, a group of people standing in a field,1
JO, a group of people standing in the snow.,1
JO, a large group of people standing in a field,1
JO, a large amount of kites flying in the air,1
JO, a large group of kites flying in the sky,1
JO, a large group of people flying kites in the sky.,1
JO, a bunch of different colored pencils in a room.,1
JO, a group of four pairs of scissors on a table.,1
JO, a large group of kites flying in the sky,1
JO, a large clock on a pole on a street.,1
JO, a large amount of kites flying in the sky,1
JO, a large group of kites flying in the sky,1
JO, a man holding a bunch of bananas in a parking lot.,2
JO, a close up of a pair of scissors in a box,2
JO, a large crowd of people walking down a street.,2
JO, a pair of scissors and a pair of scissors.,2
JO, a person holding a pair of scissors in their hand.,2
JO, a person flying a kite in a field,2
JO, a large commercial airplane flying in the sky,2
JO, a large airplane flying in the sky,2
JO, a group of people playing soccer in a field,2
JO, a group of people playing soccer on a field,2
JO, a pair of scissors sitting on top of a bed.,2
JO, a person holding a stuffed animal in a room.,2
JO, a close up of a person holding a snowboard,2
JO, a large brown bear sitting on top of a wooden bench.,2
JO, a small bird sitting on a wooden table,2
JO, a woman is holding a pink and white striped tie.,2
JO, a man holding a bunch of bananas in a store.,2
JO, a table topped with lots of different types of food.,2
JO, a table topped with lots of different types of vegetables.,2
JO, a person holding a cell phone in their hand.,2
JO, a bowl of vegetables and a bowl of fruit,2
JO, a person holding a cell phone in their hand.,2
JO, a person holding a snowboard in a room.,2
JO, a person holding a cell phone in their hand.,2
JO, a bunch of ripe bananas sitting on a table,2
JO, a cake with a knife and fork on it,2
JO, a person holding a cell phone in their hand.,2
JO, a person holding a kite in a field,2
JO, a close up of a street sign with a traffic light,2
JO, a red and white sign with a blue sky,2
JO, a person holding a cell phone in their hand.,2
JO, a red and white sign with a green and white sign,2
JO, a cake with a knife and fork on it,2
JO, a person holding a cell phone in their hand.,2
JO, a person holding a snowboard in the snow.,2
JO, a pair of scissors and a knife on a cutting board,2
JO, a table topped with lots of different types of drinks.,2
JO, a pair of scissors and a pair of scissors.,2
JO, a man wearing a tie and a shirt and tie.,2
JO, a close up of a bird on a table,2
JO, a group of people standing on a beach holding surfboards.,2
JO, a group of people standing next to each other.,2
JO, a man in a black jacket and a black hat,2
JO, a group of people standing around a clock tower.,2
JO, a red fire hydrant sitting in the middle of a field.,2
JO, a large building with a clock tower in the background,2
JO, a man is riding a horse in a stable.,2
JO, a woman standing next to a fire hydrant.,2
JO, a pair of scissors and a pair of scissors,2
JO, a baby is holding a stuffed animal,2
JO, a woman is playing a video game with her daughter.,2
JO, a person holding a pair of scissors in their hand.,2
JO, a woman holding a nintendo wii game controller.,2
JO, a man standing in a room with a tennis racket,2
JO, a man in a suit and tie standing in a parking lot.,2
JO, a person is holding a stuffed animal in a room.,2
JO, a person holding a pair of scissors in the hand.,2
JO, a woman holding a pink teddy bear in her hands.,2
JO, a group of people standing around a table with a cake.,2
JO, a person holding a pair of scissors in the hand.,2
JO, a group of stuffed animals sitting on top of a table.,2
JO, a person holding a knife and some food,2
JO, a person holding a bunch of bananas in a room.,2
JO, a person holding a cell phone in their hand.,2
JO, a table topped with a bunch of different types of food.,2
JO, a person holding a cell phone in their hand.,2
JO, a man in a suit and tie standing in a room.,2
JO, a man and a woman are standing in a room.,2
JO, a woman is sitting at a table with a laptop,2
JO, a large group of birds flying in the air.,2
JO, a group of people riding on the back of a boat.,2
JO, a group of people riding on the back of a boat.,2
JO, a group of people are riding a boat in the water.,2
JO, a young girl holding a nintendo wii game controller.,2
JO, a woman in a pink dress holding a cell phone,2
JO, a young girl holding a toothbrush in her mouth.,2
JO, a woman is standing in front of a bus,2
JO, a large white bus parked in front of a building,2
JO, a man is standing in the snow holding a snowboard.,2
JO, a woman in a bikini top and her head is holding a cell phone,2
JO, a man is standing on the back of a truck.,2
JO, a man wearing a tie and a shirt and tie,2
JO, a man standing next to a surfboard on a beach.,2
JO, a man standing in a field with a kite,2
JO, a group of people standing outside of a building.,2
JO, a man in a suit and tie in a room.,2
JO, a man in a suit and tie standing in a room.,2
JO, a pair of scissors and a pair of scissors,2
JO, a pair of scissors and a pair of scissors,2
JO, a pair of scissors and a pair of scissors,2
JO, a pair of scissors and a pair of scissors,2
JO, a pair of scissors and a pair of scissors,2
JO, a pair of scissors and a pair of scissors,2
JO, a table with a bunch of bananas on it,2
JO, a table topped with a vase filled with flowers.,2
JO, a table topped with lots of different types of food.,2
JO, a table topped with lots of different colored flowers.,2
JO, a man in a suit and tie standing in a parking lot.,2
JO, a person is holding a hot dog in their hand.,2
JO, a young girl wearing a pink dress and a pink tie,2
JO, a table topped with a bunch of different types of donuts.,2
JO, a man in a suit is holding a glass of wine.,2
JO, a cake with a knife and fork on it,2
JO, a man wearing a tie and a shirt and tie,2
